Timed By,20 Yard Shuttle,100 Meter Dash,Bench: 1-rep max (lbs),Bench x 185 (lbs),Vertical Jump,Standing Broad Jump,Bench x 225 (lbs),Squat (lbs),Power Clean
N/A,N/A,N/A,265,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,265,8,N/A,N/A,4,N/A,245
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,200,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,139,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,180,N/A,28,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,2.51,N/A,205,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,195,N/A,N/A,N/A,0,N/A,N/A
N/A,4.75,N/A,235,10,24,N/A,3,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,250,N/A,N/A,N/A,3,N/A,N/A
N/A,N/A,N/A,315,N/A,N/A,N/A,17,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.6,N/A,225,N/A,30,N/A,1,N/A,N/A
Coach edwards,4.3,N/A,245,6 x 185,32,117,3 x 225,N/A,245
N/A,N/A,N/A,225,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,225,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Laser,N/A,N/A,N/A,N/A,35,N/A,N/A,N/A,N/A
N/A,N/A,N/A,225,N/A,N/A,N/A,1,N/A,N/A
N/A,N/A,N/A,215,N/A,N/A,N/A,0,N/A,N/A
N/A,4.4,N/A,215,N/A,34,N/A,N/A,N/A,N/A
N/A,N/A,N/A,205,N/A,N/A,N/A,0,N/A,N/A
N/A,N/A,N/A,250,N/A,N/A,N/A,15,N/A,N/A
Kris Alge,N/A,N/A,315,N/A,25in,N/A,15,N/A,N/A
N/A,N/A,N/A,290,N/A,32.5,9'10,7,N/A,N/A
N/A,N/A,N/A,335,N/A,28,N/A,12,N/A,N/A
N/A,5.1,N/A,245,N/A,33,N/A,3,N/A,N/A
N/A,4.4,N/A,200,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,245,N/A,24,N/A,3,N/A,N/A
N/A,N/A,N/A,315,N/A,N/A,N/A,4,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,210,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,245,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,240,N/A,N/A,N/A,2,N/A,N/A
N/A,N/A,N/A,250,9,20.3,82,4,N/A,N/A
N/A,4.1,N/A,315,N/A,33,N/A,13,N/A,N/A
N/A,4.5,N/A,340,N/A,24 in,N/A,17,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Travis Nees,N/A,N/A,225,5,N/A,N/A,1,N/A,N/A
N/A,N/A,N/A,225,N/A,N/A,N/A,1,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,365,N/A,N/A,N/A,N/A,N/A,N/A
N/A,2.2,N/A,200,N/A,7.6,N/A,225,N/A,N/A
N/A,3.23,N/A,190,2,28,98,N/A,N/A,185
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,245,N/A,N/A,N/A,4,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,5.26,N/A,235,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,2.07,N/A,245,N/A,17,N/A,13,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.48,N/A,165,N/A,29.5,N/A,N/A,N/A,N/A
N/A,4.3,N/A,200,N/A,30,N/A,0,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,n/a,N/A,n/a,N/A,n/a,N/A,n/a,N/A,N/A
N/A,5.64,N/A,270,270,None,N/A,10,N/A,N/A
N/A,N/A,N/A,170,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Na,N/A,Na,N/A,Na,N/A,Na,N/A,N/A
N/A,Haven’t done ,N/A,300,N/A,Haven’t done ,N/A,10,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
UIndy,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A
N/A,N/A,N/A,210,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,295,N/A,31 inches ,N/A,11,N/A,N/A
N/A,N/A,N/A,245,N/A,28”,N/A,4,N/A,N/A
N/A,N/A,N/A,175,N/A,N/A,N/A,N/A,N/A,N/A
Tiffin Camp,4.5,N/A,265,N/A,N/A,8’2,7,N/A,250
N/A,N/A,N/A,185,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,315,N/A,N/A,N/A,16,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,250,8,N/A,N/A,2,N/A,240
N/A,N/A,N/A,205,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,185,N/A,N/A,N/A,N/A,N/A,185
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,250,N/A,N/A,N/A,N/A,N/A,N/A
Bo Jackson Elite Sports Combine,4.59,N/A,160,0,N/A,"93""",0,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,na,N/A,N/A,N/A,30,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,175,N/A,25.3,N/A,N/A,N/A,N/A
N/A,N/A,N/A,225,N/A,N/A,N/A,1,N/A,N/A
N/A,N/A,N/A,285,N/A,N/A,N/A,8,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.4,N/A,210,N/A,33,N/A,N/A,N/A,N/A
N/A,N/A,N/A,315,N/A,N/A,N/A,10,N/A,N/A
N/A,N/A,N/A,275,N/A,28,8 4'',N/A,N/A,245
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,285,12,N/A,N/A,5,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,180,N/A,N/A,N/A,N/A,N/A,N/A
N/A,None,N/A,225,N/A,None,N/A,None,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.6,N/A,235,8,33,N/A,2,N/A,N/A
N/A,N/A,N/A,185,N/A,N/A,N/A,0,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.15,N/A,200,N/A,28,N/A,0,N/A,N/A
Coach ,N/A,N/A,315,N/A,34,N/A,21,N/A,235
N/A,4.9,N/A,245,N/A,26,N/A,3,N/A,N/A
N/A,N/A,N/A,245,N/A,N/A,N/A,2,N/A,N/A
My dad,N/A,N/A,235,10,N/A,N/A,1,N/A,N/A
N/A,N/A,N/A,270,N/A,N/A,N/A,8,N/A,N/A
N/A,N/A,N/A,245 (1),N/A,N/A,N/A,N/A,N/A,N/A
N/A,5,N/A,240,N/A,26,N/A,8,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,250,N/A,N/A,N/A,2,N/A,N/A
N/A,N/A,N/A,205,N/A,N/A,N/A,0,N/A,N/A
N/A,n/a,N/A,185,N/A,n/a,N/A,0,N/A,N/A
N/A,N/A,N/A,250,N/A,N/A,N/A,4,N/A,N/A
N/A,N/A,N/A,245,N/A,N/A,N/A,4,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,250,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,180,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,175,N/A,29,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,315,N/A,N/A,N/A,15,N/A,N/A
N/A,N/A,N/A,295,N/A,N/A,N/A,N/A,N/A,N/A
N/A,NA,N/A,260,N/A,NA,N/A,5,N/A,N/A
N/A,4.47,N/A,N/A,N/A,26,N/A,N/A,N/A,N/A
N/A,N/A,N/A,205,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.5,N/A,250,N/A,28,N/A,10,N/A,N/A
N/A,N/A,N/A,285,N/A,N/A,N/A,10,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.5,N/A,280,N/A,N/A,N/A,7,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.5,N/A,235,N/A,22,N/A,3,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Stop watch ,N/A,N/A,280,10,N/A,N/A,8,N/A,270
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,265,12,N/A,N/A,6,N/A,200
N/A,N/A,N/A,N/A,N/A,26,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,235,N/A,30,N/A,3,N/A,N/A
N/A,N/A,N/A,205,N/A,27,104,N/A,N/A,210
N/A,N/A,N/A,205,N/A,N/A,N/A,N/A,N/A,195
N/A,N/A,N/A,265,10,N/A,N/A,6,N/A,N/A
N/A,N/A,N/A,N/A,N/A,"21""",N/A,6,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,225,N/A,N/A,N/A,1,N/A,N/A
N/A,N/A,N/A,170,N/A,35,N/A,N/A,N/A,175
N/A,4.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,290,N/A,27,N/A,N/A,N/A,N/A
N/A,N/A,N/A,215,N/A,30,N/A,N/A,N/A,200
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Coach Holman ,5.06,N/A,N/A,N/A,N/A,"8' 0""",N/A,N/A,N/A
N/A,N/A,N/A,265,N/A,N/A,N/A,6,N/A,N/A
N/A,N/A,N/A,195,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,215,N/A,N/A,N/A,N/A,N/A,225
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,215,N/A,27,N/A,N/A,N/A,N/A
N/A,N/A,N/A,208,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,180,N/A,N/A,N/A,4,N/A,N/A
Cleveland Browns,4.59,N/A,N/A,N/A,22.4,"7'10""",N/A,N/A,N/A
N/A,4.26,N/A,235,N/A,32,N/A,2,N/A,N/A
N/A,N/A,N/A,185,N/A,N/A,N/A,N/A,N/A,N/A
coach,N/A,N/A,260,11,29,8'6,5,N/A,215
N/A,N/A,N/A,200,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,325,N/A,N/A,N/A,20,N/A,N/A
N/A,4.2,N/A,N/A,N/A,31,N/A,5,N/A,N/A
N/A,N/A,N/A,275,N/A,N/A,N/A,6,N/A,N/A
N/A,N/A,N/A,N/A,N/A,25,N/A,0,N/A,N/A
N/A,N/A,N/A,250,N/A,30,N/A,4,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ashland,4.07,N/A,N/A,N/A,N/A,9’10”,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,175,N/A,35,N/A,N/A,N/A,N/A
N/A,N/A,N/A,185,N/A,34,N/A,0,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Not taken ,N/A,Not taken ,N/A,Not taken ,N/A,Not taken ,N/A,N/A
N/A,~4.3,N/A,205,N/A,31,N/A,0,N/A,N/A
N/A,N/A,N/A,185,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,585
N/A,4.9,N/A,355,N/A,N/A,N/A,24,N/A,N/A
N/A,N/A,N/A,315,N/A,N/A,N/A,N/A,N/A,N/A
N/A,3.7,N/A,220,N/A,34’,N/A,N/A,N/A,N/A
N/A,N/A,N/A,250,N/A,N/A,N/A,2,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.38,N/A,275,N/A,31.6,N/A,8,N/A,N/A
N/A,N/A,N/A,270,N/A,26,N/A,N/A,N/A,N/A
N/A,N/A,N/A,290,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,225,N/A,N/A,N/A,1,N/A,N/A
N/A,N/A,N/A,195,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,385,N/A,N/A,N/A,N/A,N/A,245
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hand Time,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Stop watch ,N/A,N/A,210,N/A,30,N/A,N/A,N/A,N/A
N/A,N/A,N/A,245,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,250,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.4,N/A,145,N/A,32,N/A,N/A,N/A,N/A
N/A,N/A,N/A,170,N/A,N/A,N/A,0,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,N/A,N/A
N/A,4.4,N/A,280,N/A,30,N/A,8,N/A,N/A
N/A,N/A,N/A,200,N/A,N/A,N/A,3,N/A,N/A
N/A,N/A,N/A,225,N/A,N/A,N/A,2,N/A,N/A
N/A,Na,N/A,275,N/A,"7'6""",N/A,Na,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Urbana,N/A,N/A,225,N/A,28.6,N/A,1,N/A,205
N/A,N/A,N/A,145,N/A,31,N/A,0,N/A,N/A
Coach,N/A,N/A,285,N/A,N/A,N/A,N/A,N/A,225
Ohio State,4.4,N/A,270,N/A,N/A,N/A,7 reps,N/A,190
N/A,4.01,N/A,N/A,N/A,36,9”5,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.2,N/A,205,10,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,260,N/A,N/A,N/A,7,N/A,N/A
N/A,N/A,N/A,185,N/A,N/A,N/A,N/A,N/A,N/A
Head Coach,4.22,N/A,230,N/A,35,"8'11""",N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Coach,N/A,N/A,215,3,33,9'4,N/A,N/A,200
Tyler Gullion (Head coach),N/A,N/A,225,5,N/A,N/A,1,N/A,N/A
N/A,5.62,N/A,257,N/A,20,76,6,N/A,N/A
N/A,N/A,N/A,295,N/A,N/A,N/A,10,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,265,N/A,N/A,N/A,5,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,170,N/A,N/A,N/A,0,N/A,N/A
N/A,N/A,N/A,300,30,N/A,N/A,15,N/A,250
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Schools Head Coach ,4.5,N/A,285,25+ ,27,8ft,12,N/A,275
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bowling Green,N/A,N/A,275,N/A,N/A,N/A,8,N/A,185
N/A,Not recorded,N/A,270,N/A,Not recorded,N/A,7,N/A,N/A
N/A,N/A,N/A,225,N/A,N/A,N/A,1,N/A,N/A
Coach,N/A,N/A,225,4,32,8 feet,1,N/A,155
N/A,N/A,N/A,205,N/A,N/A,N/A,0,N/A,N/A
N/A,9.1,N/A,130,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.667,N/A,N/A,N/A,24,N/A,N/A,N/A,N/A
N/A,N/A,N/A,245,N/A,N/A,N/A,4,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.15,N/A,205,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.23,N/A,245,10,30.5,9’ 1”,4,N/A,N/A
N/A,Gotta take ,N/A,Gotta take ,N/A,Gotta take ,N/A,Gotta take ,N/A,N/A
N/A,N/A,N/A,275,N/A,N/A,N/A,10,N/A,N/A
N/A,N/A,N/A,190,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,240,N/A,N/A,N/A,3,N/A,N/A
N/A,4.52,N/A,160,N/A,28,N/A,n/a,N/A,150
N/A,N/A,N/A,225,N/A,N/A,N/A,2,N/A,N/A
N/A,N/A,N/A,225,N/A,N/A,N/A,1,N/A,N/A
N/A,N/A,N/A,175,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,300,N/A,N/A,N/A,11,N/A,N/A
N/A,N/A,N/A,325,N/A,N/A,N/A,14,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,225,N/A,N/A,N/A,N/A,N/A,N/A
N/A,None,N/A,220,7,None,N/A,None,N/A,205
N/A,N/A,N/A,205,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,285,N/A,22,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,240,N/A,N/A,N/A,2,N/A,N/A
N/A,N/A,N/A,205,N/A,42 In box jump,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.88,N/A,265,N/A,n/a,N/A,8-Jul,N/A,N/A
N/A,4.29,N/A,225,N/A,N/A,N/A,1x225,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,?,N/A,215,N/A,?,N/A,0,N/A,N/A
N/A,N/A,N/A,275,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,265lbs,N/A,N/A,N/A,6,N/A,225lbs
N/A,4.2,N/A,200,N/A,35 in,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,TBD,N/A,210,N/A,31,N/A,0,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,205,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,215,N/A,32,N/A,0,N/A,N/A
N/A,N/A,N/A,225,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,29,N/A,N/A,N/A,N/A
N/A,N/A,N/A,215,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,160,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,240,12,N/A,N/A,5,N/A,170
N/A,?,N/A,350,N/A,?,N/A,18,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,275,N/A,N/A,N/A,6,N/A,N/A
N/A,N/A,N/A,205,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,260,N/A,N/A,N/A,3,N/A,N/A
N/A,N/A,N/A,225,N/A,N/A,N/A,1,N/A,N/A
N/A,N/A,N/A,225,N/A,N/A,N/A,2,N/A,N/A
N/A,3.3,N/A,265,15,29',102',8,N/A,240
N/A,N/A,N/A,255,N/A,N/A,N/A,4,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,325,N/A,30,N/A,15,N/A,235
N/A,N/A,N/A,295,25,N/A,N/A,8,N/A,295
N/A,4.3,N/A,200,N/A,26,N/A,200,N/A,N/A
N/A,not timed yet,N/A,215,8,not tested yet,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,6’4,N/A,3,N/A,N/A
N/A,3.1,N/A,250,10,N/A,N/A,5,N/A,220
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,225,N/A,N/A,N/A,1,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,315,N/A,28.7,N/A,10,N/A,N/A
N/A,N/A,N/A,305,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,205,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,255,N/A,N/A,N/A,7,N/A,N/A
N/A,4.5,N/A,275,10,29,94,3,N/A,225
Mike Fisher,N/A,N/A,250,N/A,N/A,"8'7""",N/A,N/A,245
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Toledo Camp,N/A,N/A,225,5,N/A,N/A,1,N/A,230
N/A,N/A,N/A,375,N/A,N/A,N/A,4,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,175,N/A,25,N/A,0,N/A,N/A
N/A,N/A,N/A,255,N/A,N/A,N/A,3,N/A,N/A
N/A,N/A,N/A,195,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,205,N/A,N/A,N/A,N/A,N/A,N/A
Ohio state,4.3,N/A,235,20,37 1/2,10 ft 6 inch ,2,N/A,225
N/A,N/A,N/A,N/A,N/A,23,N/A,1,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,190,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.39,N/A,N/A,N/A,N/A,"9'3""",N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
coach,4.39,N/A,325,N/A,N/A,"8' 4""",N/A,N/A,N/A
self,N/A,N/A,300,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,225,N/A,31 inches ,N/A,N/A,N/A,N/A
N/A,4.85,N/A,245,N/A,N/A,N/A,4,N/A,N/A
N/A,4.9,N/A,315,17,20,8’ 6”,N/A,N/A,275
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,225,N/A,28,N/A,1,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,160,N/A,N/A,N/A,N/A,N/A,N/A
N/A,unknown,N/A,unknown,N/A,unknown,N/A,unknown,N/A,N/A
